ordernumber;mainnumber;name;additionalText;supplier;tax;price_EK;pseudoprice_EK;baseprice_EK;price_H;pseudoprice_H;baseprice_H;active;instock;stockmin;description;description_long;shippingtime;added;changed;releasedate;shippingfree;topseller;keywords;minpurchase;purchasesteps;maxpurchase;purchaseunit;referenceunit;packunit;unitID;pricegroupID;pricegroupActive;laststock;suppliernumber;weight;width;height;length;ean;similar;configuratorsetID;configuratortype;configuratorOptions;categories;propertyGroupName;propertyValueName;accessory;variantId_2;articleId_2;name_2;keywords_2;metaTitle_2;description_2;descriptionLong_2;additionalText_2;packUnit_2;attr1_2;attr2_2;attr3_2;imageUrl;main;attr1;attr2;attr3;purchasePrice;metatitle
AD01425;AD01425;Skisport-Vereine;;"MaxxDiscount GmbH & Co. KG";19.00;2157;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AD01426;AD01426;"Software Einzelhandel";;"MaxxDiscount GmbH & Co. KG";19.00;2854;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AD01427;AD01427;"Software Hersteller";;"MaxxDiscount GmbH & Co. KG";19.00;4183;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AD01428;AD01428;Softwarehäuser;;"MaxxDiscount GmbH & Co. KG";19.00;5011;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AD01429;AD01429;"Solarenergie und -technik";;"MaxxDiscount GmbH & Co. KG";19.00;24407;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AD01430;AD01430;"Soldatenvereine- und Verbände";;"MaxxDiscount GmbH & Co. KG";19.00;3909;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AD01431;AD01431;"Sondermaschinen Hersteller";;"MaxxDiscount GmbH & Co. KG";19.00;325;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AD01432;AD01432;"Sonderposten Einzelhandel";;"MaxxDiscount GmbH & Co. KG";19.00;48277;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AD01433;AD01433;"Sonstige Gastronomiebetriebe";;"MaxxDiscount GmbH & Co. KG";19.00;28463;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AD01434;AD01434;"Sozialdienst kath. Frauen und ";;"MaxxDiscount GmbH & Co. KG";19.00;2372;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AD01435;AD01435;"Soziale Beratungsstellen";;"MaxxDiscount GmbH & Co. KG";19.00;2372;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AD01436;AD01436;Soziale-Vereine;;"MaxxDiscount GmbH & Co. KG";19.00;3909;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AD01437;AD01437;Sozialstationen;;"MaxxDiscount GmbH & Co. KG";19.00;2756;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AD01438;AD01438;Sozialwesen;;"MaxxDiscount GmbH & Co. KG";19.00;11656;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AD01439;AD01439;"Spar Einzelhandel";;"MaxxDiscount GmbH & Co. KG";19.00;2868;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AD01440;AD01440;"Spar- und Darlehenskassen";;"MaxxDiscount GmbH & Co. KG";19.00;1149;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AD01441;AD01441;Sparkassen;;"MaxxDiscount GmbH & Co. KG";19.00;1970;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AD01442;AD01442;SPD;;"MaxxDiscount GmbH & Co. KG";19.00;674;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AD01443;AD01443;"SPD Ortsverbände";;"MaxxDiscount GmbH & Co. KG";19.00;674;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AD01444;AD01444;Speditionen;;"MaxxDiscount GmbH & Co. KG";19.00;3494;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AD01445;AD01445;Spezialbauunternehmen;;"MaxxDiscount GmbH & Co. KG";19.00;1867;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AD01446;AD01446;Spezialbohrunternehmen;;"MaxxDiscount GmbH & Co. KG";19.00;43;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AD01447;AD01447;Spezialitätenrestaurants;;"MaxxDiscount GmbH & Co. KG";19.00;2532;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AD01448;AD01448;"Spiegel Einzelhandel";;"MaxxDiscount GmbH & Co. KG";19.00;528;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AD01449;AD01449;"Spiel- und Sport-Vereine";;"MaxxDiscount GmbH & Co. KG";19.00;2157;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AD01450;AD01450;"Spielautomatenvertriebe und Sp";;"MaxxDiscount GmbH & Co. KG";19.00;32;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AD01451;AD01451;Spielhallen;;"MaxxDiscount GmbH & Co. KG";19.00;616;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AD01452;AD01452;Spielmannszüge;;"MaxxDiscount GmbH & Co. KG";19.00;401;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AD01453;AD01453;"Spielwaren Einzelhandel";;"MaxxDiscount GmbH & Co. KG";19.00;95;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AD01454;AD01454;"Spirituosen Großhandel";;"MaxxDiscount GmbH & Co. KG";19.00;261;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AD01455;AD01455;"Spirituosen Hersteller";;"MaxxDiscount GmbH & Co. KG";19.00;534;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AD01456;AD01456;Sportärzte;;"MaxxDiscount GmbH & Co. KG";19.00;10779;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AD01457;AD01457;"Sport- und Freizeitartikel Ein";;"MaxxDiscount GmbH & Co. KG";19.00;456;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AD01458;AD01458;"Sport-, Fest- und Kongresshall";;"MaxxDiscount GmbH & Co. KG";19.00;2089;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AD01459;AD01459;Sportanlagen;;"MaxxDiscount GmbH & Co. KG";19.00;2089;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AD01460;AD01460;"Sportanlagen und Freizeitanlag";;"MaxxDiscount GmbH & Co. KG";19.00;2089;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AD01461;AD01461;"Sportartikel Einzelhandel";;"MaxxDiscount GmbH & Co. KG";19.00;456;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AD01462;AD01462;"Sportartikel Großhandel";;"MaxxDiscount GmbH & Co. KG";19.00;998;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AD01463;AD01463;"Sportartikel und -Geräte Herst";;"MaxxDiscount GmbH & Co. KG";19.00;498;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AD01464;AD01464;"Sportartikel, Spielwaren und M";;"MaxxDiscount GmbH & Co. KG";19.00;23348;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AD01465;AD01465;"Sportartikel, Spielwaren und M";;"MaxxDiscount GmbH & Co. KG";19.00;134;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AD01466;AD01466;"Sportartikel, Spielwaren und M";;"MaxxDiscount GmbH & Co. KG";19.00;134;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AD01467;AD01467;"Sportartikel, Spielwaren, Musi";;"MaxxDiscount GmbH & Co. KG";19.00;6728;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AD01468;AD01468;"Sportbekleidung Einzelhandel";;"MaxxDiscount GmbH & Co. KG";19.00;456;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AD01469;AD01469;Sportgaststätten;;"MaxxDiscount GmbH & Co. KG";19.00;2532;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AD01470;AD01470;"Sportgaststätten und Vereinshe";;"MaxxDiscount GmbH & Co. KG";19.00;2532;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AD01471;AD01471;Sporthallen;;"MaxxDiscount GmbH & Co. KG";19.00;2089;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AD01472;AD01472;Sportschulen;;"MaxxDiscount GmbH & Co. KG";19.00;727;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AD01473;AD01473;Sportverbände;;"MaxxDiscount GmbH & Co. KG";19.00;2157;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AD01474;AD01474;Sportwerbeunternehmen;;"MaxxDiscount GmbH & Co. KG";19.00;7886;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AD01475;AD01475;Sprachheilschulen;;"MaxxDiscount GmbH & Co. KG";19.00;2871;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AD01476;AD01476;Sprachschulen;;"MaxxDiscount GmbH & Co. KG";19.00;1373;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AD01477;AD01477;Sprengunternehmen;;"MaxxDiscount GmbH & Co. KG";19.00;1020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AD01478;AD01478;Squash-Vereine;;"MaxxDiscount GmbH & Co. KG";19.00;2157;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AD01479;AD01479;"Städtische Kindergärten";;"MaxxDiscount GmbH & Co. KG";19.00;2258;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AD01480;AD01480;"Stadt- und Gemeindeverwaltunge";;"MaxxDiscount GmbH & Co. KG";19.00;3126;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AD01481;AD01481;"Stadt- und Mehrzweckhallen";;"MaxxDiscount GmbH & Co. KG";19.00;2089;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AD01482;AD01482;Stadtbauämter;;"MaxxDiscount GmbH & Co. KG";19.00;1534;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AD01483;AD01483;Stadtplaner;;"MaxxDiscount GmbH & Co. KG";19.00;100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AD01484;AD01484;Stadtverwaltungen;;"MaxxDiscount GmbH & Co. KG";19.00;3126;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AD01485;AD01485;Stadtwerke;;"MaxxDiscount GmbH & Co. KG";19.00;2448;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AD01486;AD01486;"Stahl Großhandel";;"MaxxDiscount GmbH & Co. KG";19.00;458;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AD01487;AD01487;Stahlbau;;"MaxxDiscount GmbH & Co. KG";19.00;747;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AD01488;AD01488;"Stahlwaren Einzelhandel";;"MaxxDiscount GmbH & Co. KG";19.00;143;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AD01489;AD01489;"Stahlwaren Hersteller";;"MaxxDiscount GmbH & Co. KG";19.00;995;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AD01490;AD01490;"Stanzteile Hersteller";;"MaxxDiscount GmbH & Co. KG";19.00;86;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AD01491;AD01491;Steinbrüche;;"MaxxDiscount GmbH & Co. KG";19.00;185;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AD01492;AD01492;"Steine und Erden Großhandel";;"MaxxDiscount GmbH & Co. KG";19.00;3682;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AD01493;AD01493;Steinmetze;;"MaxxDiscount GmbH & Co. KG";19.00;945;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AD01494;AD01494;"Steinmetze und Grabsteingeschä";;"MaxxDiscount GmbH & Co. KG";19.00;945;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AD01495;AD01495;"Stempel Einzelhandel";;"MaxxDiscount GmbH & Co. KG";19.00;1529;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AD01496;AD01496;"Stempel Hersteller";;"MaxxDiscount GmbH & Co. KG";19.00;38;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AD01497;AD01497;"Stempel, Schilder und Buchstab";;"MaxxDiscount GmbH & Co. KG";19.00;663;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AD01498;AD01498;"Stempel, Schilder und Buchstab";;"MaxxDiscount GmbH & Co. KG";19.00;335;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AD01499;AD01499;"Steuer-, Mess- und Regeltechni";;"MaxxDiscount GmbH & Co. KG";19.00;1269;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AD01500;AD01500;"Steuerberatende Berufe";;"MaxxDiscount GmbH & Co. KG";19.00;7539;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AD01501;AD01501;Steuerberater;;"MaxxDiscount GmbH & Co. KG";19.00;7539;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AD01502;AD01502;Steuerberatungsgesellschaften;;"MaxxDiscount GmbH & Co. KG";19.00;7539;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AD01503;AD01503;Stickereien;;"MaxxDiscount GmbH & Co. KG";19.00;646;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AD01504;AD01504;Stiftungen;;"MaxxDiscount GmbH & Co. KG";19.00;3909;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AD01505;AD01505;"Stoffe Einzelhandel";;"MaxxDiscount GmbH & Co. KG";19.00;105;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AD01506;AD01506;"Straßen- und Schienenverkehr";;"MaxxDiscount GmbH & Co. KG";19.00;9989;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AD01507;AD01507;"Straßen- und Wegebauunternehme";;"MaxxDiscount GmbH & Co. KG";19.00;1208;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AD01508;AD01508;Strafanstalten;;"MaxxDiscount GmbH & Co. KG";19.00;215;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AD01509;AD01509;Strahlenheilkunde-Krankenhausf;;"MaxxDiscount GmbH & Co. KG";19.00;1078;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AD01510;AD01510;Stuckateure;;"MaxxDiscount GmbH & Co. KG";19.00;692;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AD01511;AD01511;Studenten-Vereine;;"MaxxDiscount GmbH & Co. KG";19.00;3909;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AD01512;AD01512;Suchtberatungsstellen;;"MaxxDiscount GmbH & Co. KG";19.00;2372;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AD01513;AD01513;Tätowierstudios;;"MaxxDiscount GmbH & Co. KG";19.00;1746;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AD01514;AD01514;Töpfereien;;"MaxxDiscount GmbH & Co. KG";19.00;13;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AD01515;AD01515;"Türenbauunternehmen und Werkst";;"MaxxDiscount GmbH & Co. KG";19.00;6646;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AD01516;AD01516;Türkische-Vereine;;"MaxxDiscount GmbH & Co. KG";19.00;3909;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AD01517;AD01517;"TÜV für Kfz mit Dienststellen";;"MaxxDiscount GmbH & Co. KG";19.00;661;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AD01518;AD01518;"Tabakwaren Einzelhandel";;"MaxxDiscount GmbH & Co. KG";19.00;41;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AD01519;AD01519;"Tabakwaren Großhandel";;"MaxxDiscount GmbH & Co. KG";19.00;17;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AD01520;AD01520;Taekwon-Do-Vereine;;"MaxxDiscount GmbH & Co. KG";19.00;2157;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AD01521;AD01521;Tankstellen;;"MaxxDiscount GmbH & Co. KG";19.00;1757;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AD01522;AD01522;Tanzcafes;;"MaxxDiscount GmbH & Co. KG";19.00;864;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AD01523;AD01523;Tanzschulen;;"MaxxDiscount GmbH & Co. KG";19.00;323;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AD01524;AD01524;Tanzsport-Vereine;;"MaxxDiscount GmbH & Co. KG";19.00;2157;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AD01525;AD01525;"Tapeten Einzelhandel";;"MaxxDiscount GmbH & Co. KG";19.00;58;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AD01526;AD01526;Tapezierer;;"MaxxDiscount GmbH & Co. KG";19.00;20;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AD01527;AD01527;"Tauch- und Bergungsunternehmen";;"MaxxDiscount GmbH & Co. KG";19.00;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AD01528;AD01528;Tauchschulen;;"MaxxDiscount GmbH & Co. KG";19.00;727;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AD01529;AD01529;Tauchsport-Vereine;;"MaxxDiscount GmbH & Co. KG";19.00;2157;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AD01530;AD01530;Taxiunternehmen;;"MaxxDiscount GmbH & Co. KG";19.00;1842;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AD01531;AD01531;Taxizentralen;;"MaxxDiscount GmbH & Co. KG";19.00;27;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AD01532;AD01532;"Tchibo Kaffee Einzelhandel";;"MaxxDiscount GmbH & Co. KG";19.00;190;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AD01533;AD01533;"Technische Öle und Fette Großh";;"MaxxDiscount GmbH & Co. KG";19.00;20;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AD01534;AD01534;"Technische Büros";;"MaxxDiscount GmbH & Co. KG";19.00;6266;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AD01535;AD01535;"Technische Bedarfsartikel Groß";;"MaxxDiscount GmbH & Co. KG";19.00;335;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AD01536;AD01536;"Technische Dienstleistungen";;"MaxxDiscount GmbH & Co. KG";19.00;8644;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AD01537;AD01537;"Technische Kundendienste und R";;"MaxxDiscount GmbH & Co. KG";19.00;7447;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AD01538;AD01538;"Technische Vereine";;"MaxxDiscount GmbH & Co. KG";19.00;661;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AD01539;AD01539;"Technisches Hilfswerk-Verbände";;"MaxxDiscount GmbH & Co. KG";19.00;791;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AD01540;AD01540;Technologiezentren;;"MaxxDiscount GmbH & Co. KG";19.00;560;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AD01541;AD01541;"Tee Einzelhandel";;"MaxxDiscount GmbH & Co. KG";19.00;190;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AD01542;AD01542;"Telefone und -Anlagen Vertrieb";;"MaxxDiscount GmbH & Co. KG";19.00;3199;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AD01543;AD01543;"Telefongeräte Einzelhandel";;"MaxxDiscount GmbH & Co. KG";19.00;332;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AD01544;AD01544;"Telefongeräte- und zubehör Gro";;"MaxxDiscount GmbH & Co. KG";19.00;3199;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AD01545;AD01545;Telefonnetzanbieter;;"MaxxDiscount GmbH & Co. KG";19.00;55;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AD01546;AD01546;Telefonserviceanbieter;;"MaxxDiscount GmbH & Co. KG";19.00;56;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AD01547;AD01547;Telekom;;"MaxxDiscount GmbH & Co. KG";19.00;55;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AD01548;AD01548;Telekommunikationsunternehmen;;"MaxxDiscount GmbH & Co. KG";19.00;8644;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
